show_id,type,title,country,released year,rating,listed_in,
s4340,Movie,Faraar,Australia,1-Dec-18,TV-14,"Action & Adventure, Dramas, International Movies",
s4341,TV Show,Haunted House,,1-Dec-18,TV-G,"Kids' TV, Korean TV Shows",
s4342,Movie,Helios,"Hong Kong, China, United States",1-Dec-18,TV-14,"Action & Adventure, International Movies",
s4343,Movie,Line Walker,"China, Hong Kong",1-Dec-18,TV-MA,"Action & Adventure, Dramas, International Movies",
s4344,Movie,Look for a Star,Hong Kong,1-Dec-18,TV-14,"Comedies, International Movies, Romantic Movies",
s4345,Movie,Oddbods: The Festive Menace,,1-Dec-18,TV-Y,Movies,
s4346,Movie,Once a Gangster,Hong Kong,1-Dec-18,TV-MA,"Action & Adventure, Comedies, International Movies",
s4347,Movie,Power Paandi,India,1-Dec-18,TV-MA,"Dramas, Independent Movies, International Movies",
s4348,Movie,Roll With Me,United States,1-Dec-18,TV-MA,"Documentaries, Sports Movies",
s4349,Movie,SDU: Sex Duties Unit,Hong Kong,1-Dec-18,TV-MA,"Comedies, International Movies",
s4350,Movie,Set Off,China,1-Dec-18,TV-MA,"Dramas, International Movies",
s4351,TV Show,1983,"Poland, United States",30-Nov-18,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s4352,Movie,A Christmas Prince: The Royal Wedding,United States,30-Nov-18,TV-PG,"Children & Family Movies, Dramas, Romantic Movies",
s4353,Movie,Angela's Christmas,"Ireland, Canada",30-Nov-18,TV-Y,Children & Family Movies,
s4354,TV Show,Death by Magic,United States,30-Nov-18,TV-PG,Reality TV,
s4355,Movie,El club de los insomnes,Mexico,30-Nov-18,TV-MA,"Dramas, International Movies",
s4356,Movie,Happy as Lazzaro,"Italy, Switzerland, France, Germany",30-Nov-18,PG-13,"Dramas, Independent Movies, International Movies",
s4357,TV Show,Love and Fortune,Japan,30-Nov-18,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",
s4358,Movie,Manto,India,30-Nov-18,TV-MA,"Dramas, Independent Movies, International Movies",
s4359,Movie,Rajma Chawal,India,30-Nov-18,TV-MA,"Comedies, Dramas, International Movies",
s4360,TV Show,Spy Kids: Mission Critical,"United States, Canada",30-Nov-18,TV-Y7,Kids' TV,
s4361,Movie,The World Is Yours,France,30-Nov-18,TV-MA,"Action & Adventure, Comedies, International Movies",
s4362,Movie,Time Share,"Mexico, Netherlands",30-Nov-18,TV-MA,"Dramas, Independent Movies, International Movies",
s4363,TV Show,Bumping Mics with Jeff Ross & Dave Attell,United States,27-Nov-18,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",
s4364,TV Show,Minecraft: Story Mode,"United States, Sweden",27-Nov-18,TV-PG,Kids' TV,
s4365,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,United States,25-Nov-18,TV-Y,Children & Family Movies,
s4366,TV Show,Frontier,Canada,23-Nov-18,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",
s4367,TV Show,Fugitiva,Spain,23-Nov-18,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s4368,TV Show,Sick Note,United Kingdom,23-Nov-18,TV-MA,"British TV Shows, International TV Shows, TV Comedies",
s4369,TV Show,Mystery Science Theater 3000: The Return,United States,22-Nov-18,TV-14,"TV Comedies, TV Sci-Fi & Fantasy",
s4370,Movie,The Christmas Chronicles,United States,22-Nov-18,TV-PG,"Children & Family Movies, Comedies",
s4371,Movie,The Tribe,Spain,21-Nov-18,TV-MA,"Comedies, International Movies",
s4372,TV Show,Kulipari: Dream Walker,,20-Nov-18,TV-Y7,Kids' TV,
s4373,TV Show,Paap-O-Meter,,20-Nov-18,TV-Y7,"Kids' TV, TV Comedies",
s4374,Movie,Puppy Star Christmas,"United States, Canada",20-Nov-18,PG,"Children & Family Movies, Comedies",
s4375,Movie,Sabrina,Indonesia,20-Nov-18,TV-MA,"Horror Movies, International Movies",
s4376,Movie,Target,Indonesia,20-Nov-18,TV-14,"Comedies, Horror Movies, International Movies",
s4377,TV Show,The Final Table,United States,20-Nov-18,TV-PG,Reality TV,
s4378,Movie,Trevor Noah: Son of Patricia,United States,20-Nov-18,TV-MA,Stand-Up Comedy,
s4379,Movie,The Pixar Story,United States,18-Nov-18,G,Documentaries,
s4380,TV Show,Eternal Love,China,17-Nov-18,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
s4381,TV Show,La Doña,"United States, Mexico",17-Nov-18,TV-14,"Spanish-Language TV Shows, TV Dramas",
s4382,TV Show,Silvana Sin Lana,United States,17-Nov-18,TV-14,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",
s4383,Movie,Cam,United States,16-Nov-18,TV-MA,"Horror Movies, Independent Movies, Thrillers",
s4384,Movie,Nothing to Hide,"France, Belgium",16-Nov-18,TV-MA,"Comedies, Dramas, International Movies",
s4385,TV Show,Ponysitters Club,Canada,16-Nov-18,TV-G,"Kids' TV, TV Dramas",
s4386,Movie,The Ballad of Buster Scruggs,United States,16-Nov-18,R,"Comedies, Dramas",
s4387,Movie,The Princess Switch,United States,16-Nov-18,TV-G,"Children & Family Movies, Dramas, Romantic Movies",
s4388,TV Show,Vai Anitta,Brazil,16-Nov-18,TV-MA,"Docuseries, International TV Shows, Reality TV",
s4389,Movie,Aalorukkam,India,15-Nov-18,TV-PG,"Dramas, Independent Movies, International Movies",
s4390,TV Show,Beyblade Burst Evolution,,15-Nov-18,TV-Y,"Anime Series, Kids' TV",
s4391,Movie,Christmas Wedding Planner,Canada,15-Nov-18,PG,"Comedies, International Movies, Romantic Movies",
s4392,Movie,Halkaa,India,15-Nov-18,TV-14,"Comedies, Dramas, Independent Movies",
s4393,Movie,May the Devil Take You,Indonesia,15-Nov-18,TV-MA,"Horror Movies, International Movies",
s4394,Movie,Muzaffarnagar Baaqi Hai,India,15-Nov-18,TV-MA,"Documentaries, International Movies",
s4395,Movie,Odu Raja Odu,India,15-Nov-18,TV-14,"Comedies, Independent Movies, International Movies",
s4396,Movie,Savita Damodar Paranjpe,India,15-Nov-18,TV-14,"Horror Movies, International Movies",
s4397,Movie,The Giant,Spain,15-Nov-18,TV-14,"Dramas, International Movies",
s4398,Movie,BuyBust,Philippines,13-Nov-18,TV-MA,"Action & Adventure, International Movies",
s4399,Movie,Loudon Wainwright III: Surviving Twin,,13-Nov-18,TV-14,Music & Musicals,
s4400,TV Show,Warrior,Denmark,13-Nov-18,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s4401,TV Show,Age of Tanks,"Germany, France, Russia",10-Nov-18,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",
s4402,Movie,"All's Well, End's Well (2009)",Hong Kong,9-Nov-18,TV-14,"Comedies, International Movies, Romantic Movies",
s4403,Movie,Lommbock,Germany,9-Nov-18,TV-MA,"Comedies, International Movies",
s4404,TV Show,Medal of Honor,United States,9-Nov-18,TV-MA,"Docuseries, TV Dramas",
s4405,Movie,Outlaw King,"United Kingdom, United States",9-Nov-18,R,"Action & Adventure, Dramas",
s4406,TV Show,Super Drags,Brazil,9-Nov-18,TV-MA,"International TV Shows, TV Comedies",
s4407,TV Show,The Queen of Flow,Colombia,9-Nov-18,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s4408,TV Show,Treehouse Detectives,"South Korea, United States",9-Nov-18,TV-Y,"Kids' TV, TV Thrillers",
s4409,TV Show,Westside,United States,9-Nov-18,TV-MA,Reality TV,
s4410,TV Show,Transfers,"France, Belgium",8-Nov-18,TV-MA,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",
s4411,TV Show,Damnation,United States,7-Nov-18,TV-MA,"Crime TV Shows, TV Dramas",
s4412,Movie,Bucket List,India,5-Nov-18,TV-14,"Dramas, International Movies",
s4413,Movie,John Leguizamo's Latin History for Morons,United States,5-Nov-18,TV-MA,Stand-Up Comedy,
s4414,TV Show,Kopitiam,Malaysia,3-Nov-18,TV-14,"International TV Shows, TV Comedies",
s4415,Movie,Ana e Vitória,Brazil,2-Nov-18,TV-MA,"Comedies, International Movies, LGBTQ Movies",
s4416,TV Show,Brainchild,,2-Nov-18,TV-G,Kids' TV,
s4417,Movie,ReMastered: Tricky Dick & The Man in Black,United States,2-Nov-18,TV-14,"Documentaries, Music & Musicals",
s4418,Movie,The Holiday Calendar,United States,2-Nov-18,TV-G,"Dramas, Romantic Movies",
s4419,Movie,The Other Side of the Wind,"France, Iran, United States",2-Nov-18,R,"Classic Movies, Dramas, Independent Movies",
s4420,Movie,They’ll Love Me When I’m Dead,United States,2-Nov-18,TV-MA,Documentaries,
s4421,Movie,Aagey Se Right,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4422,Movie,Aamir,India,1-Nov-18,TV-14,"International Movies, Thrillers",
s4423,Movie,ABCD 2,India,1-Nov-18,TV-14,"Dramas, International Movies, Music & Musicals",
s4424,Movie,ABCD: Any Body Can Dance,India,1-Nov-18,TV-14,"Dramas, International Movies",
s4425,Movie,Arjun: The Warrior Prince,India,1-Nov-18,TV-14,"Action & Adventure, Dramas, International Movies",
s4426,Movie,Asees,India,1-Nov-18,TV-14,"Dramas, International Movies, Music & Musicals",
s4427,Movie,Barfi!,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4428,Movie,Chance Pe Dance,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4429,Movie,Christmas With A View,Canada,1-Nov-18,TV-PG,"International Movies, Romantic Movies",
s4430,Movie,Chup Chup Ke,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4431,TV Show,Creators,Argentina,1-Nov-18,TV-Y,"Kids' TV, Spanish-Language TV Shows",
s4432,Movie,Dhan Dhana Dhan Goal,"United Kingdom, India",1-Nov-18,TV-14,"Dramas, International Movies, Music & Musicals",
s4433,Movie,Dhoondte Reh Jaoge,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4434,Movie,Do Dooni Chaar,India,1-Nov-18,TV-PG,"Comedies, International Movies",
s4435,Movie,Edge of Fear,United States,1-Nov-18,TV-MA,"Independent Movies, Thrillers",
s4436,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Brazil,1-Nov-18,TV-MA,Stand-Up Comedy,
s4437,TV Show,Follow This,United States,1-Nov-18,TV-MA,Docuseries,
s4438,Movie,Gaddar: the Traitor,India,1-Nov-18,TV-14,"Dramas, International Movies, Thrillers",
s4439,Movie,Ghanchakkar,India,1-Nov-18,TV-MA,"Comedies, International Movies, Thrillers",
s4440,Movie,Grandmaster,India,1-Nov-18,TV-14,"International Movies, Thrillers",
s4441,Movie,Hattrick,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4442,Movie,Heroine,India,1-Nov-18,TV-MA,"Dramas, International Movies",
s4443,Movie,Himmatwala,India,1-Nov-18,TV-14,"Action & Adventure, Comedies, International Movies",
s4444,Movie,Husbands in Goa,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4445,Movie,Jatts in Golmaal,India,1-Nov-18,TV-PG,"Comedies, International Movies, Music & Musicals",
s4446,Movie,Kai Po Che!,India,1-Nov-18,TV-MA,"Dramas, International Movies, Sports Movies",
s4447,Movie,Kalakalappu,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4448,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,1-Nov-18,TV-MA,Stand-Up Comedy,
s4449,Movie,Katti Batti,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4450,Movie,Life in a ... Metro,India,1-Nov-18,TV-14,"Dramas, International Movies, Music & Musicals",
s4451,Movie,Marc Maron: Thinky Pain,United States,1-Nov-18,TV-MA,Stand-Up Comedy,
s4452,Movie,Mumbai Meri Jaan,India,1-Nov-18,TV-MA,"Dramas, International Movies",
s4453,Movie,Mundeyan Ton Bachke Rahin,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4454,Movie,No One Killed Jessica,India,1-Nov-18,TV-MA,"Dramas, International Movies",
s4455,Movie,Oye Lucky! Lucky Oye!,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4456,Movie,Paan Singh Tomar,India,1-Nov-18,TV-14,"Action & Adventure, Dramas, International Movies",
s4457,Movie,Raja Natwarlal,India,1-Nov-18,TV-14,"Dramas, International Movies, Thrillers",
s4458,Movie,Satyagraha,India,1-Nov-18,TV-14,"Dramas, International Movies, Music & Musicals",
s4459,Movie,Settai,India,1-Nov-18,TV-14,"Comedies, International Movies, Music & Musicals",
s4460,Movie,Sigaram Thodu,India,1-Nov-18,TV-14,"Dramas, International Movies, Thrillers",
s4461,Movie,Sommore: The Reign Continues,United States,1-Nov-18,TV-MA,Stand-Up Comedy,
s4462,TV Show,The Great British Baking Show: The Beginnings,,1-Nov-18,TV-PG,"British TV Shows, Reality TV",
s4463,Movie,The Untold Tales of Armistead Maupin,United States,1-Nov-18,TV-MA,"Documentaries, LGBTQ Movies",
s4464,Movie,Vaya,South Africa,1-Nov-18,TV-MA,"Dramas, Independent Movies, International Movies",
s4465,Movie,Welcome to Sajjanpur,India,1-Nov-18,TV-14,"Comedies, Dramas, International Movies",
s4466,Movie,Yeh Hai Bakrapur,India,1-Nov-18,TV-PG,"Comedies, Dramas, Independent Movies",
s4467,Movie,Zokkomon,India,1-Nov-18,PG,"Children & Family Movies, Dramas",
s4468,Movie,Gun City,"Spain, France",31-Oct-18,TV-MA,"Dramas, International Movies, Thrillers",
s4469,Movie,Heneral Luna,Philippines,31-Oct-18,R,"Dramas, International Movies",
s4470,TV Show,Fate/EXTRA Last Encore,Japan,30-Oct-18,TV-MA,"Anime Series, International TV Shows",
s4471,Movie,Dragon Tiger Gate,"Hong Kong, China",27-Oct-18,TV-14,"Action & Adventure, International Movies",
s4472,Movie,Been So Long,,26-Oct-18,TV-MA,"Dramas, International Movies, Music & Musicals",
s4473,Movie,Dovlatov,"Russia, Poland, Serbia",26-Oct-18,PG-13,"Dramas, International Movies",
s4474,Movie,Jefe,"Spain, Portugal",26-Oct-18,TV-MA,"Comedies, Dramas, International Movies",
s4475,Movie,Santo Cachón,Colombia,26-Oct-18,TV-14,"Comedies, International Movies, Romantic Movies",
s4476,Movie,Shirkers,"United States, United Kingdom",26-Oct-18,TV-14,Documentaries,
s4477,TV Show,Terrorism Close Calls,"United States, Czech Republic",26-Oct-18,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",
s4478,Movie,W/O Ram,India,26-Oct-18,TV-MA,"Dramas, International Movies, Thrillers",
s4479,TV Show,DreamWorks Spooky Stories,United States,25-Oct-18,TV-PG,"Kids' TV, TV Comedies",
s4480,TV Show,Great News,United States,25-Oct-18,TV-14,TV Comedies,
s4481,Movie,Ronnie Coleman: The King,United States,25-Oct-18,TV-MA,Documentaries,
s4482,Movie,Baahubali: The Beginning (English Version),,24-Oct-18,TV-14,"Action & Adventure, Dramas, International Movies",
s4483,Movie,ADAM SANDLER 100% FRESH,United States,23-Oct-18,TV-MA,Stand-Up Comedy,
s4484,TV Show,Here to Heart,China,23-Oct-18,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
s4485,Movie,Scorpion King 5: Book of Souls,United States,23-Oct-18,PG-13,"Action & Adventure, Sci-Fi & Fantasy",
s4486,TV Show,The Hollywood Masters,United States,23-Oct-18,TV-MA,Stand-Up Comedy & Talk Shows,
s4487,Movie,How to Get Over a Breakup,Peru,20-Oct-18,TV-MA,"Comedies, International Movies, Romantic Movies",
s4488,TV Show,Accidentally in Love,China,19-Oct-18,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s4489,TV Show,Ask the Doctor,Australia,19-Oct-18,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",
s4490,TV Show,Best.Worst.Weekend.Ever.,United States,19-Oct-18,TV-PG,"Kids' TV, TV Comedies",
s4491,Movie,"Club de Cuervos Presents: I, Potro","Mexico, Argentina",19-Oct-18,TV-MA,Movies,
s4492,Movie,Derren Brown: Sacrifice,,19-Oct-18,TV-MA,Movies,
s4493,Movie,Gnome Alone,"United Kingdom, Canada, United States, Cayman Islands",19-Oct-18,PG,"Children & Family Movies, Comedies",
s4494,Movie,Illang: The Wolf Brigade,South Korea,19-Oct-18,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",
s4495,TV Show,Making a Murderer,United States,19-Oct-18,TV-14,"Crime TV Shows, Docuseries",
s4496,TV Show,Marvel's Daredevil,United States,19-Oct-18,TV-MA,"Crime TV Shows, TV Action & Adventure",
s4497,Movie,Naa Bangaaru Talli,India,19-Oct-18,TV-14,"Dramas, International Movies",
s4498,Movie,Oddbods: Party Monsters,,19-Oct-18,TV-Y,Movies,
s4499,TV Show,Project S The Series,Thailand,19-Oct-18,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",
s4500,Movie,S Storm,"Hong Kong, China",19-Oct-18,TV-MA,"Action & Adventure, International Movies",
s4501,Movie,The Night Comes for Us,"Indonesia, United States",19-Oct-18,TV-MA,"Action & Adventure, International Movies",
s4502,TV Show,Wanderlust,United Kingdom,19-Oct-18,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",
s4503,Movie,Mr. Chandramouli,India,18-Oct-18,TV-MA,"Dramas, International Movies, Thrillers",
s4504,TV Show,My Babysitter's a Vampire,Canada,17-Oct-18,TV-PG,"Kids' TV, TV Comedies",
s4505,TV Show,Rake,Australia,16-Oct-18,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",
s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",United States,16-Oct-18,TV-MA,Stand-Up Comedy,
s4507,Movie,Meghnadbodh Rohoshyo,India,15-Oct-18,TV-MA,"Dramas, International Movies",
s4508,Movie,Sanju,India,15-Oct-18,TV-MA,"Dramas, International Movies",
s4509,TV Show,Stunt Science,United Kingdom,15-Oct-18,TV-MA,"British TV Shows, International TV Shows, Reality TV",
s4510,Movie,Soorma,India,13-Oct-18,TV-14,"Dramas, International Movies, Sports Movies",
s4511,Movie,Apostle,"United Kingdom, United States",12-Oct-18,TV-MA,"Horror Movies, International Movies, Thrillers",
s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,12-Oct-18,TV-Y7,"Crime TV Shows, Kids' TV",
s4513,Movie,Errementari: The Blacksmith and the Devil,"Spain, France",12-Oct-18,TV-MA,"Horror Movies, International Movies, Sci-Fi & Fantasy",
s4514,Movie,Feminists: What Were They Thinking?,United States,12-Oct-18,TV-MA,"Documentaries, LGBTQ Movies",
s4515,TV Show,FIGHTWORLD,,12-Oct-18,TV-MA,Docuseries,
s4516,Movie,Kuntilanak,Indonesia,12-Oct-18,TV-14,"Horror Movies, International Movies",
s4517,Movie,ReMastered: Who Shot the Sheriff,United States,12-Oct-18,TV-14,"Documentaries, Music & Musicals",
s4518,TV Show,The Curious Creations of Christine McConnell,United States,12-Oct-18,TV-PG,"TV Comedies, TV Mysteries",
s4519,TV Show,The Haunting of Hill House,United States,12-Oct-18,TV-MA,"TV Dramas, TV Horror, TV Mysteries",
s4520,Movie,The Kindergarten Teacher,"United States, Israel, United Kingdom, Canada",12-Oct-18,R,"Dramas, Independent Movies",
s4521,TV Show,Ordinary Heroes,,11-Oct-18,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s4522,TV Show,Salt Fat Acid Heat,,11-Oct-18,TV-PG,Docuseries,
s4523,Movie,22-Jul,"Norway, Iceland, United States",10-Oct-18,R,"Dramas, Thrillers",
s4524,TV Show,Blood Pact,Brazil,10-Oct-18,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s4525,Movie,Tales From the Hood 2,United States,10-Oct-18,R,"Cult Movies, Horror Movies, Independent Movies",
s4526,Movie,Mo Amer: The Vagabond,United States,9-Oct-18,TV-MA,Stand-Up Comedy,
s4527,Movie,Pulang,Malaysia,8-Oct-18,TV-14,"Action & Adventure, Dramas, International Movies",
s4528,TV Show,Sofia the First,United States,8-Oct-18,TV-Y,Kids' TV,
s4529,Movie,Seven in Heaven,United States,6-Oct-18,PG-13,Horror Movies,
s4530,TV Show,Dancing Queen,,5-Oct-18,TV-14,Reality TV,
s4531,TV Show,Empire Games,"Czech Republic, United States",5-Oct-18,TV-14,Docuseries,
s4532,TV Show,LOST SONG,Japan,5-Oct-18,TV-14,"Anime Series, International TV Shows",
s4533,Movie,Malevolent,United Kingdom,5-Oct-18,TV-MA,"Horror Movies, Thrillers",
s4534,Movie,Private Life,United States,5-Oct-18,R,"Comedies, Dramas, Independent Movies",
s4535,Movie,Super Monsters Save Halloween,,5-Oct-18,TV-Y,Children & Family Movies,
s4536,TV Show,YG Future Strategy Office,South Korea,5-Oct-18,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",
s4537,TV Show,Violet Evergarden: Special,,4-Oct-18,TV-PG,"Anime Series, International TV Shows, Romantic TV Shows",
s4538,Movie,The Black Prince,"United Kingdom, India, United States",3-Oct-18,PG-13,"Dramas, International Movies",
s4539,Movie,Truth or Dare,United States,3-Oct-18,TV-MA,Horror Movies,
s4540,Movie,Death Race: Beyond Anarchy,"United States, Bulgaria",2-Oct-18,R,Action & Adventure,
s4541,Movie,Eric ldle's What About Dick?,United States,2-Oct-18,TV-MA,"Comedies, Music & Musicals",
s4542,Movie,Joe Rogan: Strange Times,,2-Oct-18,TV-MA,Stand-Up Comedy,
s4543,TV Show,Monty Python Best Bits (mostly),United Kingdom,2-Oct-18,TV-MA,"British TV Shows, Docuseries, TV Comedies",
